"Data"       ,"Hora (UTC)" ,"Temp. Ins. (C)" ,"Temp. Max. (C)" ,"Temp. Min. (C)" ,"Umi. Ins. (%)" ,"Umi. Max. (%)" ,"Umi. Min. (%)" ,"Pto Orvalho Ins. (C)" ,"Pto Orvalho Max. (C)" ,"Pto Orvalho Min. (C)" ,"Pressao Ins. (hPa)" ,"Pressao Max. (hPa)" ,"Pressao Min. (hPa)" ,"Vel. Vento (m/s)" ,"Dir. Vento (m/s)" ,"Raj. Vento (m/s)" ,"Radiacao (KJ/m²)" ,"Chuva (mm)"
"27/04/2024" ,"2100"       ,"24.5"           ,"25.6"           ,"24.4"           ,"61.0"          ,"61.0"          ,"57.0"          ,"16.3"                 ,"16.6"                 ,"16.2"                 ,"886.5"              ,"886.5"              ,"886.3"              ,"2.2"              ,"104.0"            ,"4.9"              ,"97.20"            ,"0.0"
"27/04/2024" ,"2200"       ,"23.6"           ,"24.5"           ,"23.6"           ,"62.0"          ,"62.0"          ,"60.0"          ,"15.8"                 ,"16.2"                 ,"15.7"                 ,"886.7"              ,"886.7"              ,"886.4"              ,"1.8"              ,"105.0"            ,"4.5"              ,""                 ,"0.0"
"27/04/2024" ,"2300"       ,"23.3"           ,"23.7"           ,"23.1"           ,"60.0"          ,"62.0"          ,"59.0"          ,"15.0"                 ,"15.8"                 ,"15.0"                 ,"886.9"              ,"886.9"              ,"886.7"              ,"2.4"              ,"103.0"            ,"4.5"              ,""                 ,"0.0"
"28/04/2024" ,"0000"       ,"22.6"           ,"23.3"           ,"22.4"           ,"61.0"          ,"62.0"          ,"60.0"          ,"14.7"                 ,"15.1"                 ,"14.6"                 ,"887.2"              ,"887.2"              ,"886.9"              ,"1.4"              ,"109.0"            ,"4.3"              ,""                 ,"0.0"
"28/04/2024" ,"0100"       ,"20.9"           ,"22.6"           ,"20.9"           ,"71.0"          ,"71.0"          ,"61.0"          ,"15.4"                 ,"15.5"                 ,"14.7"                 ,"887.6"              ,"887.6"              ,"887.2"              ,"1.4"              ,"118.0"            ,"3.1"              ,""                 ,"0.0"
"28/04/2024" ,"0200"       ,"18.2"           ,"21.5"           ,"18.2"           ,"84.0"          ,"84.0"          ,"68.0"          ,"15.5"                 ,"15.8"                 ,"15.2"                 ,"887.7"              ,"887.7"              ,"887.5"              ,"1.2"              ,"119.0"            ,"3.1"              ,""                 ,"0.0"
"28/04/2024" ,"0300"       ,"19.1"           ,"19.6"           ,"17.9"           ,"79.0"          ,"86.0"          ,"78.0"          ,"15.4"                 ,"15.9"                 ,"15.4"                 ,"887.8"              ,"887.8"              ,"887.7"              ,"1.2"              ,"107.0"            ,"2.8"              ,""                 ,"0.0"
"28/04/2024" ,"0400"       ,"19.6"           ,"20.4"           ,"19.1"           ,"78.0"          ,"79.0"          ,"74.0"          ,"15.6"                 ,"15.8"                 ,"15.4"                 ,"887.4"              ,"887.8"              ,"887.4"              ,"1.2"              ,"94.0"             ,"2.5"              ,""                 ,"0.0"
"28/04/2024" ,"0500"       ,"18.1"           ,"19.6"           ,"17.0"           ,"90.0"          ,"92.0"          ,"78.0"          ,"16.4"                 ,"16.4"                 ,"15.3"                 ,"887.1"              ,"887.4"              ,"887.1"              ,"1.1"              ,"84.0"             ,"2.4"              ,""                 ,"0.0"
"28/04/2024" ,"0600"       ,"19.2"           ,"19.9"           ,"17.9"           ,"82.0"          ,"89.0"          ,"78.0"          ,"16.1"                 ,"16.3"                 ,"15.2"                 ,"887.1"              ,"887.1"              ,"887.0"              ,"1.2"              ,"110.0"            ,"2.7"              ,""                 ,"0.0"
"28/04/2024" ,"0700"       ,"19.9"           ,"20.2"           ,"19.1"           ,"77.0"          ,"82.0"          ,"77.0"          ,"15.8"                 ,"16.0"                 ,"15.8"                 ,"887.1"              ,"887.1"              ,"887.0"              ,"1.6"              ,"104.0"            ,"2.8"              ,""                 ,"0.0"
"28/04/2024" ,"0800"       ,"16.8"           ,"20.1"           ,"16.8"           ,"92.0"          ,"92.0"          ,"77.0"          ,"15.4"                 ,"16.0"                 ,"15.0"                 ,"887.4"              ,"887.4"              ,"887.1"              ,"0.2"              ,"199.0"            ,"2.7"              ,""                 ,"0.0"
"28/04/2024" ,"0900"       ,"16.3"           ,"17.0"           ,"16.3"           ,"94.0"          ,"94.0"          ,"92.0"          ,"15.4"                 ,"15.9"                 ,"15.4"                 ,"887.6"              ,"887.6"              ,"887.3"              ,"1.0"              ,"136.0"            ,"1.7"              ,""                 ,"0.0"
"28/04/2024" ,"1000"       ,"19.0"           ,"19.0"           ,"15.9"           ,"86.0"          ,"96.0"          ,"86.0"          ,"16.5"                 ,"16.8"                 ,"15.1"                 ,"888.5"              ,"888.5"              ,"887.6"              ,"1.5"              ,"118.0"            ,"2.5"              ,"64.10"            ,"0.0"
"28/04/2024" ,"1100"       ,"21.5"           ,"21.5"           ,"19.0"           ,"75.0"          ,"86.0"          ,"74.0"          ,"16.8"                 ,"16.9"                 ,"16.4"                 ,"889.0"              ,"889.0"              ,"888.5"              ,"2.9"              ,"93.0"             ,"5.8"              ,"673.10"           ,"0.0"
"28/04/2024" ,"1200"       ,"23.2"           ,"23.2"           ,"21.5"           ,"70.0"          ,"75.0"          ,"69.0"          ,"17.5"                 ,"17.7"                 ,"16.8"                 ,"889.3"              ,"889.3"              ,"889.0"              ,"3.4"              ,"82.0"             ,"6.6"              ,"1512.60"          ,"0.0"
"28/04/2024" ,"1300"       ,"24.9"           ,"25.1"           ,"23.1"           ,"64.0"          ,"71.0"          ,"63.0"          ,"17.6"                 ,"18.1"                 ,"17.0"                 ,"889.5"              ,"889.6"              ,"889.3"              ,"2.1"              ,"58.0"             ,"5.8"              ,"2227.30"          ,"0.0"
"28/04/2024" ,"1400"       ,"25.7"           ,"25.8"           ,"24.5"           ,"62.0"          ,"67.0"          ,"62.0"          ,"17.8"                 ,"18.4"                 ,"17.3"                 ,"889.2"              ,"889.6"              ,"889.2"              ,"2.4"              ,"98.0"             ,"5.1"              ,"2747.40"          ,"0.0"
"28/04/2024" ,"1500"       ,"26.9"           ,"27.3"           ,"25.4"           ,"55.0"          ,"64.0"          ,"55.0"          ,"17.2"                 ,"19.1"                 ,"16.9"                 ,"888.6"              ,"889.2"              ,"888.6"              ,"2.4"              ,"100.0"            ,"4.8"              ,"3087.90"          ,"0.0"
"28/04/2024" ,"1600"       ,"27.1"           ,"27.6"           ,"25.8"           ,"51.0"          ,"59.0"          ,"50.0"          ,"16.1"                 ,"18.0"                 ,"15.8"                 ,"887.7"              ,"888.6"              ,"887.7"              ,"2.6"              ,"143.0"            ,"5.3"              ,"2782.40"          ,"0.0"
"28/04/2024" ,"1700"       ,"27.5"           ,"28.2"           ,"26.9"           ,"46.0"          ,"55.0"          ,"44.0"          ,"14.9"                 ,"17.3"                 ,"14.5"                 ,"886.8"              ,"887.7"              ,"886.8"              ,"2.7"              ,"110.0"            ,"5.3"              ,"2934.40"          ,"0.0"
"28/04/2024" ,"1800"       ,"27.5"           ,"29.0"           ,"26.9"           ,"51.0"          ,"52.0"          ,"42.0"          ,"16.4"                 ,"16.4"                 ,"14.0"                 ,"886.1"              ,"886.8"              ,"886.1"              ,"1.8"              ,"167.0"            ,"5.9"              ,"2289.30"          ,"0.0"
"28/04/2024" ,"1900"       ,"27.9"           ,"28.9"           ,"27.2"           ,"53.0"          ,"55.0"          ,"47.0"          ,"17.3"                 ,"17.5"                 ,"15.5"                 ,"885.8"              ,"886.1"              ,"885.8"              ,"3.0"              ,"115.0"            ,"5.4"              ,"1742.80"          ,"0.0"
"28/04/2024" ,"2000"       ,"27.1"           ,"28.2"           ,"27.1"           ,"52.0"          ,"53.0"          ,"49.0"          ,"16.4"                 ,"17.6"                 ,"16.0"                 ,"885.7"              ,"885.8"              ,"885.7"              ,"2.8"              ,"137.0"            ,"5.3"              ,"1105.00"          ,"0.0"
"28/04/2024" ,"2100"       ,"25.0"           ,"27.1"           ,"25.0"           ,"62.0"          ,"62.0"          ,"52.0"          ,"17.4"                 ,"17.4"                 ,"16.4"                 ,"885.9"              ,"885.9"              ,"885.7"              ,"1.9"              ,"120.0"            ,"4.9"              ,"218.70"           ,"0.0"
"28/04/2024" ,"2200"       ,"23.9"           ,"25.0"           ,"23.8"           ,"69.0"          ,"70.0"          ,"62.0"          ,"17.9"                 ,"18.0"                 ,"17.4"                 ,"886.2"              ,"886.2"              ,"885.9"              ,"2.0"              ,"113.0"            ,"4.0"              ,""                 ,"0.0"
"28/04/2024" ,"2300"       ,"23.3"           ,"24.0"           ,"23.2"           ,"71.0"          ,"71.0"          ,"69.0"          ,"17.7"                 ,"18.0"                 ,"17.7"                 ,"886.6"              ,"886.6"              ,"886.2"              ,"1.7"              ,"109.0"            ,"3.7"              ,""                 ,"0.0"
"29/04/2024" ,"0000"       ,"23.0"           ,"23.3"           ,"22.9"           ,"71.0"          ,"71.0"          ,"70.0"          ,"17.4"                 ,"17.7"                 ,"17.4"                 ,"887.1"              ,"887.1"              ,"886.6"              ,"2.1"              ,"97.0"             ,"4.1"              ,""                 ,"0.0"
"29/04/2024" ,"0100"       ,"22.5"           ,"23.0"           ,"22.4"           ,"74.0"          ,"74.0"          ,"71.0"          ,"17.5"                 ,"17.5"                 ,"17.2"                 ,"887.3"              ,"887.3"              ,"887.1"              ,"2.8"              ,"92.0"             ,"5.5"              ,""                 ,"0.0"
"29/04/2024" ,"0200"       ,"22.3"           ,"22.7"           ,"22.1"           ,"77.0"          ,"77.0"          ,"73.0"          ,"18.0"                 ,"18.0"                 ,"17.5"                 ,"887.5"              ,"887.5"              ,"887.3"              ,"2.7"              ,"89.0"             ,"6.1"              ,""                 ,"0.0"
"29/04/2024" ,"0300"       ,"22.0"           ,"22.3"           ,"21.7"           ,"77.0"          ,"80.0"          ,"77.0"          ,"17.8"                 ,"18.1"                 ,"17.8"                 ,"887.6"              ,"887.7"              ,"887.5"              ,"2.5"              ,"95.0"             ,"4.8"              ,""                 ,"0.0"
"29/04/2024" ,"0400"       ,"21.0"           ,"22.0"           ,"21.0"           ,"82.0"          ,"82.0"          ,"77.0"          ,"17.8"                 ,"17.9"                 ,"17.7"                 ,"887.5"              ,"887.7"              ,"887.5"              ,"1.5"              ,"114.0"            ,"4.8"              ,""                 ,"0.0"
"29/04/2024" ,"0500"       ,"18.8"           ,"21.0"           ,"18.8"           ,"89.0"          ,"90.0"          ,"82.0"          ,"17.0"                 ,"17.9"                 ,"16.9"                 ,"887.3"              ,"887.5"              ,"887.3"              ,"1.0"              ,"111.0"            ,"2.8"              ,""                 ,"0.0"
"29/04/2024" ,"0600"       ,"19.3"           ,"20.1"           ,"18.8"           ,"90.0"          ,"91.0"          ,"85.0"          ,"17.6"                 ,"18.0"                 ,"16.9"                 ,"887.2"              ,"887.4"              ,"887.1"              ,"1.3"              ,"107.0"            ,"2.6"              ,""                 ,"0.0"
"29/04/2024" ,"0700"       ,"19.2"           ,"20.2"           ,"19.1"           ,"89.0"          ,"90.0"          ,"85.0"          ,"17.2"                 ,"17.7"                 ,"17.1"                 ,"887.0"              ,"887.2"              ,"887.0"              ,"1.2"              ,"116.0"            ,"3.0"              ,""                 ,"0.0"
"29/04/2024" ,"0800"       ,"17.3"           ,"19.7"           ,"17.3"           ,"93.0"          ,"94.0"          ,"86.0"          ,"16.3"                 ,"17.7"                 ,"16.0"                 ,"887.3"              ,"887.3"              ,"887.0"              ,"0.6"              ,"45.0"             ,"2.7"              ,""                 ,"0.0"
"29/04/2024" ,"0900"       ,"19.5"           ,"19.8"           ,"17.1"           ,"85.0"          ,"96.0"          ,"84.0"          ,"16.9"                 ,"17.6"                 ,"16.0"                 ,"887.5"              ,"887.5"              ,"887.2"              ,"1.6"              ,"68.0"             ,"3.0"              ,""                 ,"0.0"
"29/04/2024" ,"1000"       ,"20.6"           ,"20.6"           ,"19.4"           ,"79.0"          ,"86.0"          ,"79.0"          ,"16.8"                 ,"17.0"                 ,"16.7"                 ,"888.1"              ,"888.1"              ,"887.5"              ,"1.1"              ,"96.0"             ,"3.3"              ,"50.80"            ,"0.0"
"29/04/2024" ,"1100"       ,"22.9"           ,"23.0"           ,"20.6"           ,"70.0"          ,"79.0"          ,"70.0"          ,"17.2"                 ,"17.6"                 ,"16.7"                 ,"888.8"              ,"888.8"              ,"888.1"              ,"2.5"              ,"91.0"             ,"5.0"              ,"685.60"           ,"0.0"
"29/04/2024" ,"1200"       ,"24.2"           ,"24.4"           ,"22.9"           ,"64.0"          ,"71.0"          ,"64.0"          ,"17.1"                 ,"17.6"                 ,"16.9"                 ,"889.6"              ,"889.6"              ,"888.7"              ,"3.7"              ,"93.0"             ,"6.9"              ,"1520.70"          ,"0.0"
"29/04/2024" ,"1300"       ,"25.7"           ,"25.9"           ,"23.9"           ,"61.0"          ,"66.0"          ,"61.0"          ,"17.5"                 ,"18.0"                 ,"16.7"                 ,"889.9"              ,"889.9"              ,"889.6"              ,"3.0"              ,"94.0"             ,"6.0"              ,"2246.00"          ,"0.0"
"29/04/2024" ,"1400"       ,"25.7"           ,"26.4"           ,"24.8"           ,"60.0"          ,"64.0"          ,"58.0"          ,"17.3"                 ,"18.4"                 ,"17.1"                 ,"889.8"              ,"890.0"              ,"889.8"              ,"3.2"              ,"89.0"             ,"6.9"              ,"2786.10"          ,"0.0"
"29/04/2024" ,"1500"       ,"27.0"           ,"27.3"           ,"25.7"           ,"54.0"          ,"60.0"          ,"54.0"          ,"17.0"                 ,"18.1"                 ,"16.7"                 ,"889.1"              ,"889.8"              ,"889.1"              ,"3.4"              ,"72.0"             ,"6.3"              ,"3131.70"          ,"0.0"
"29/04/2024" ,"1600"       ,"27.7"           ,"28.4"           ,"26.8"           ,"49.0"          ,"57.0"          ,"49.0"          ,"16.1"                 ,"18.1"                 ,"16.1"                 ,"888.2"              ,"889.1"              ,"888.1"              ,"2.5"              ,"69.0"             ,"5.7"              ,"3331.20"          ,"0.0"
"29/04/2024" ,"1700"       ,"28.5"           ,"29.0"           ,"27.7"           ,"43.0"          ,"52.0"          ,"42.0"          ,"14.9"                 ,"17.2"                 ,"14.6"                 ,"887.5"              ,"888.2"              ,"887.5"              ,"2.1"              ,"117.0"            ,"5.1"              ,"3125.30"          ,"0.0"
"29/04/2024" ,"1800"       ,"28.6"           ,"29.2"           ,"26.7"           ,"43.0"          ,"51.0"          ,"39.0"          ,"14.8"                 ,"16.8"                 ,"13.7"                 ,"886.9"              ,"887.5"              ,"886.9"              ,"2.8"              ,"85.0"             ,"6.9"              ,"2295.10"          ,"0.0"
"29/04/2024" ,"1900"       ,"28.3"           ,"28.9"           ,"28.1"           ,"41.0"          ,"44.0"          ,"37.0"          ,"13.6"                 ,"15.1"                 ,"12.6"                 ,"886.8"              ,"886.9"              ,"886.8"              ,"2.1"              ,"148.0"            ,"6.9"              ,"1809.90"          ,"0.0"
"29/04/2024" ,"2000"       ,"27.5"           ,"28.8"           ,"27.5"           ,"45.0"          ,"46.0"          ,"40.0"          ,"14.5"                 ,"15.2"                 ,"13.3"                 ,"887.0"              ,"887.0"              ,"886.8"              ,"2.7"              ,"92.0"             ,"5.4"              ,"1082.60"          ,"0.0"
"29/04/2024" ,"2100"       ,"25.5"           ,"27.5"           ,"25.4"           ,"53.0"          ,"53.0"          ,"45.0"          ,"15.1"                 ,"15.2"                 ,"14.4"                 ,"887.2"              ,"887.2"              ,"887.0"              ,"1.9"              ,"107.0"            ,"5.5"              ,"267.40"           ,"0.0"
"29/04/2024" ,"2200"       ,"24.7"           ,"25.5"           ,"24.6"           ,"60.0"          ,"60.0"          ,"53.0"          ,"16.3"                 ,"16.3"                 ,"15.0"                 ,"887.4"              ,"887.4"              ,"887.2"              ,"2.2"              ,"108.0"            ,"4.8"              ,""                 ,"0.0"
"29/04/2024" ,"2300"       ,"23.6"           ,"24.7"           ,"23.5"           ,"64.0"          ,"64.0"          ,"60.0"          ,"16.4"                 ,"16.5"                 ,"16.3"                 ,"887.9"              ,"887.9"              ,"887.3"              ,"1.9"              ,"107.0"            ,"4.7"              ,""                 ,"0.0"
"30/04/2024" ,"0000"       ,"22.7"           ,"23.7"           ,"22.6"           ,"68.0"          ,"69.0"          ,"63.0"          ,"16.6"                 ,"16.7"                 ,"16.1"                 ,"888.3"              ,"888.3"              ,"887.9"              ,"1.7"              ,"113.0"            ,"4.0"              ,""                 ,"0.0"
"30/04/2024" ,"0100"       ,"22.4"           ,"22.8"           ,"22.2"           ,"66.0"          ,"69.0"          ,"65.0"          ,"15.8"                 ,"16.6"                 ,"15.7"                 ,"888.1"              ,"888.3"              ,"888.1"              ,"2.0"              ,"106.0"            ,"4.1"              ,""                 ,"0.0"
"30/04/2024" ,"0200"       ,"21.8"           ,"22.4"           ,"21.8"           ,"70.0"          ,"70.0"          ,"66.0"          ,"16.0"                 ,"16.1"                 ,"15.8"                 ,"888.0"              ,"888.1"              ,"888.0"              ,"1.9"              ,"110.0"            ,"4.5"              ,""                 ,"0.0"
"30/04/2024" ,"0300"       ,"21.1"           ,"21.8"           ,"21.1"           ,"75.0"          ,"75.0"          ,"70.0"          ,"16.5"                 ,"16.5"                 ,"16.0"                 ,"887.9"              ,"888.0"              ,"887.9"              ,"1.9"              ,"112.0"            ,"3.6"              ,""                 ,"0.0"
"30/04/2024" ,"0400"       ,"20.7"           ,"21.2"           ,"20.6"           ,"77.0"          ,"78.0"          ,"74.0"          ,"16.6"                 ,"16.7"                 ,"16.4"                 ,"887.9"              ,"888.0"              ,"887.8"              ,"1.7"              ,"108.0"            ,"3.5"              ,""                 ,"0.0"
"30/04/2024" ,"0500"       ,"19.2"           ,"20.8"           ,"19.1"           ,"83.0"          ,"83.0"          ,"77.0"          ,"16.2"                 ,"16.6"                 ,"15.9"                 ,"887.7"              ,"887.9"              ,"887.7"              ,"1.4"              ,"120.0"            ,"4.0"              ,""                 ,"0.0"
"30/04/2024" ,"0600"       ,"19.7"           ,"19.7"           ,"18.2"           ,"79.0"          ,"86.0"          ,"79.0"          ,"16.0"                 ,"16.4"                 ,"15.7"                 ,"887.5"              ,"887.7"              ,"887.5"              ,"1.4"              ,"106.0"            ,"2.9"              ,""                 ,"0.0"
"30/04/2024" ,"0700"       ,"19.8"           ,"20.4"           ,"19.7"           ,"77.0"          ,"79.0"          ,"75.0"          ,"15.6"                 ,"16.1"                 ,"15.3"                 ,"887.6"              ,"887.6"              ,"887.5"              ,"1.7"              ,"87.0"             ,"3.4"              ,""                 ,"0.0"
"30/04/2024" ,"0800"       ,"18.9"           ,"20.1"           ,"18.2"           ,"81.0"          ,"83.0"          ,"76.0"          ,"15.7"                 ,"15.7"                 ,"14.8"                 ,"887.8"              ,"887.8"              ,"887.6"              ,"1.2"              ,"108.0"            ,"3.3"              ,""                 ,"0.0"
"30/04/2024" ,"0900"       ,"19.8"           ,"20.0"           ,"18.9"           ,"76.0"          ,"81.0"          ,"75.0"          ,"15.4"                 ,"15.9"                 ,"15.4"                 ,"888.0"              ,"888.0"              ,"887.8"              ,"2.0"              ,"90.0"             ,"4.1"              ,""                 ,"0.0"
"30/04/2024" ,"1000"       ,"21.1"           ,"21.1"           ,"19.8"           ,"73.0"          ,"76.0"          ,"73.0"          ,"16.0"                 ,"16.1"                 ,"15.5"                 ,"888.4"              ,"888.4"              ,"888.0"              ,"2.3"              ,"100.0"            ,"4.2"              ,"50.50"            ,"0.0"
"30/04/2024" ,"1100"       ,"23.2"           ,"23.2"           ,"21.1"           ,"63.0"          ,"73.0"          ,"63.0"          ,"15.8"                 ,"16.4"                 ,"15.6"                 ,"888.8"              ,"888.8"              ,"888.4"              ,"3.2"              ,"92.0"             ,"5.5"              ,"687.10"           ,"0.0"
"30/04/2024" ,"1200"       ,"24.0"           ,"24.3"           ,"23.2"           ,"63.0"          ,"65.0"          ,"59.0"          ,"16.6"                 ,"17.0"                 ,"15.6"                 ,"889.3"              ,"889.3"              ,"888.7"              ,"3.3"              ,"95.0"             ,"7.3"              ,"1510.50"          ,"0.0"
"30/04/2024" ,"1300"       ,"25.3"           ,"25.5"           ,"23.7"           ,"63.0"          ,"65.0"          ,"61.0"          ,"17.8"                 ,"17.8"                 ,"16.4"                 ,"889.8"              ,"889.8"              ,"889.3"              ,"3.2"              ,"71.0"             ,"6.6"              ,"2239.50"          ,"0.0"
"30/04/2024" ,"1400"       ,"26.4"           ,"26.5"           ,"25.2"           ,"58.0"          ,"63.0"          ,"57.0"          ,"17.3"                 ,"18.4"                 ,"17.0"                 ,"889.4"              ,"889.8"              ,"889.4"              ,"3.7"              ,"82.0"             ,"7.5"              ,"2759.90"          ,"0.0"
"30/04/2024" ,"1500"       ,"27.5"           ,"27.7"           ,"26.0"           ,"56.0"          ,"59.0"          ,"53.0"          ,"17.8"                 ,"18.2"                 ,"16.8"                 ,"889.0"              ,"889.5"              ,"888.9"              ,"3.0"              ,"81.0"             ,"7.6"              ,"3005.90"          ,"0.0"
"30/04/2024" ,"1600"       ,"28.3"           ,"28.7"           ,"26.3"           ,"47.0"          ,"57.0"          ,"45.0"          ,"15.9"                 ,"17.9"                 ,"15.4"                 ,"888.2"              ,"889.0"              ,"888.2"              ,"3.3"              ,"85.0"             ,"6.6"              ,"3051.00"          ,"0.0"
"30/04/2024" ,"1700"       ,"29.1"           ,"29.7"           ,"27.6"           ,"44.0"          ,"49.0"          ,"40.0"          ,"15.6"                 ,"16.5"                 ,"14.3"                 ,"887.6"              ,"888.2"              ,"887.6"              ,"3.0"              ,"56.0"             ,"6.0"              ,"3077.00"          ,"0.0"
"30/04/2024" ,"1800"       ,"26.8"           ,"29.6"           ,"26.7"           ,"50.0"          ,"51.0"          ,"42.0"          ,"15.4"                 ,"16.4"                 ,"14.9"                 ,"887.3"              ,"887.7"              ,"887.2"              ,"3.1"              ,"99.0"             ,"6.1"              ,"2025.50"          ,"0.0"
"30/04/2024" ,"1900"       ,"28.4"           ,"29.1"           ,"26.8"           ,"41.0"          ,"51.0"          ,"41.0"          ,"14.0"                 ,"16.5"                 ,"14.0"                 ,"887.1"              ,"887.3"              ,"887.0"              ,"2.7"              ,"67.0"             ,"5.4"              ,"1725.80"          ,"0.0"
"30/04/2024" ,"2000"       ,"27.7"           ,"28.3"           ,"27.7"           ,"43.0"          ,"46.0"          ,"41.0"          ,"14.0"                 ,"15.3"                 ,"13.6"                 ,"887.1"              ,"887.1"              ,"887.0"              ,"1.6"              ,"8.0"              ,"5.7"              ,"1043.00"          ,"0.0"
"30/04/2024" ,"2100"       ,"24.2"           ,"27.8"           ,"24.2"           ,"62.0"          ,"62.0"          ,"42.0"          ,"16.5"                 ,"16.5"                 ,"13.4"                 ,"887.4"              ,"887.4"              ,"887.1"              ,"1.3"              ,"10.0"             ,"3.6"              ,"220.10"           ,"0.0"
"30/04/2024" ,"2200"       ,"21.4"           ,"24.2"           ,"21.3"           ,"75.0"          ,"75.0"          ,"62.0"          ,"16.7"                 ,"17.3"                 ,"16.3"                 ,"887.7"              ,"887.7"              ,"887.4"              ,"0.8"              ,"45.0"             ,"2.3"              ,""                 ,"0.0"
"30/04/2024" ,"2300"       ,"21.9"           ,"21.9"           ,"21.1"           ,"80.0"          ,"81.0"          ,"71.0"          ,"18.3"                 ,"18.4"                 ,"16.2"                 ,"888.3"              ,"888.3"              ,"887.7"              ,"0.7"              ,"96.0"             ,"1.4"              ,""                 ,"0.0"
"01/05/2024" ,"0000"       ,"23.9"           ,"24.0"           ,"21.9"           ,"63.0"          ,"83.0"          ,"63.0"          ,"16.3"                 ,"18.8"                 ,"16.3"                 ,"888.6"              ,"888.6"              ,"888.3"              ,"1.0"              ,"63.0"             ,"2.3"              ,""                 ,"0.0"
"01/05/2024" ,"0100"       ,"23.6"           ,"23.9"           ,"23.0"           ,"72.0"          ,"73.0"          ,"63.0"          ,"18.2"                 ,"18.3"                 ,"16.1"                 ,"888.8"              ,"888.8"              ,"888.6"              ,"1.8"              ,"115.0"            ,"3.3"              ,""                 ,"0.0"
"01/05/2024" ,"0200"       ,"22.7"           ,"23.8"           ,"22.6"           ,"75.0"          ,"78.0"          ,"71.0"          ,"17.9"                 ,"18.6"                 ,"17.9"                 ,"888.8"              ,"888.8"              ,"888.8"              ,"2.1"              ,"91.0"             ,"4.5"              ,""                 ,"0.0"
"01/05/2024" ,"0300"       ,"22.8"           ,"23.0"           ,"22.6"           ,"73.0"          ,"75.0"          ,"73.0"          ,"17.8"                 ,"18.0"                 ,"17.8"                 ,"888.4"              ,"888.8"              ,"888.4"              ,"2.5"              ,"82.0"             ,"4.6"              ,""                 ,"0.0"
"01/05/2024" ,"0400"       ,"22.4"           ,"22.8"           ,"22.2"           ,"75.0"          ,"76.0"          ,"73.0"          ,"17.8"                 ,"17.8"                 ,"17.7"                 ,"888.2"              ,"888.4"              ,"888.2"              ,"2.6"              ,"81.0"             ,"5.3"              ,""                 ,"0.0"
"01/05/2024" ,"0500"       ,"22.0"           ,"22.5"           ,"22.0"           ,"75.0"          ,"76.0"          ,"75.0"          ,"17.5"                 ,"17.8"                 ,"17.4"                 ,"887.7"              ,"888.2"              ,"887.7"              ,"2.9"              ,"82.0"             ,"5.9"              ,""                 ,"0.0"
"01/05/2024" ,"0600"       ,"20.8"           ,"22.0"           ,"20.8"           ,"80.0"          ,"80.0"          ,"75.0"          ,"17.3"                 ,"17.5"                 ,"17.3"                 ,"887.2"              ,"887.7"              ,"887.2"              ,"1.7"              ,"90.0"             ,"5.0"              ,""                 ,"0.0"
"01/05/2024" ,"0700"       ,"20.9"           ,"21.1"           ,"20.6"           ,"79.0"          ,"81.0"          ,"78.0"          ,"17.1"                 ,"17.3"                 ,"17.1"                 ,"887.2"              ,"887.2"              ,"887.1"              ,"1.8"              ,"74.0"             ,"4.1"              ,""                 ,"0.0"
"01/05/2024" ,"0800"       ,"20.3"           ,"20.9"           ,"20.3"           ,"80.0"          ,"80.0"          ,"78.0"          ,"16.8"                 ,"17.1"                 ,"16.8"                 ,"887.3"              ,"887.3"              ,"887.2"              ,"1.2"              ,"77.0"             ,"3.6"              ,""                 ,"0.0"
"01/05/2024" ,"0900"       ,"20.6"           ,"20.6"           ,"19.9"           ,"79.0"          ,"82.0"          ,"79.0"          ,"16.8"                 ,"17.0"                 ,"16.7"                 ,"887.5"              ,"887.5"              ,"887.3"              ,"1.8"              ,"67.0"             ,"4.1"              ,""                 ,"0.0"
"01/05/2024" ,"1000"       ,"20.7"           ,"20.7"           ,"19.7"           ,"79.0"          ,"83.0"          ,"79.0"          ,"17.0"                 ,"17.0"                 ,"16.6"                 ,"888.3"              ,"888.3"              ,"887.5"              ,"1.6"              ,"98.0"             ,"3.5"              ,"48.80"            ,"0.0"
"01/05/2024" ,"1100"       ,"22.9"           ,"22.9"           ,"20.7"           ,"68.0"          ,"79.0"          ,"68.0"          ,"16.7"                 ,"17.1"                 ,"16.3"                 ,"888.7"              ,"888.7"              ,"888.2"              ,"2.6"              ,"90.0"             ,"5.8"              ,"687.40"           ,"0.0"
"01/05/2024" ,"1200"       ,"24.0"           ,"24.2"           ,"22.8"           ,"64.0"          ,"68.0"          ,"63.0"          ,"16.7"                 ,"17.0"                 ,"16.2"                 ,"889.4"              ,"889.4"              ,"888.7"              ,"2.8"              ,"79.0"             ,"6.6"              ,"1510.60"          ,"0.0"
"01/05/2024" ,"1300"       ,"24.9"           ,"25.1"           ,"24.0"           ,"59.0"          ,"66.0"          ,"58.0"          ,"16.4"                 ,"17.3"                 ,"15.8"                 ,"889.7"              ,"889.8"              ,"889.4"              ,"3.7"              ,"67.0"             ,"6.3"              ,"2236.20"          ,"0.0"
