"Data"       ,"Hora (UTC)" ,"Temp. Ins. (C)" ,"Temp. Max. (C)" ,"Temp. Min. (C)" ,"Umi. Ins. (%)" ,"Umi. Max. (%)" ,"Umi. Min. (%)" ,"Pto Orvalho Ins. (C)" ,"Pto Orvalho Max. (C)" ,"Pto Orvalho Min. (C)" ,"Pressao Ins. (hPa)" ,"Pressao Max. (hPa)" ,"Pressao Min. (hPa)" ,"Vel. Vento (m/s)" ,"Dir. Vento (m/s)" ,"Raj. Vento (m/s)" ,"Radiacao (KJ/m²)" ,"Chuva (mm)"
"06/05/2024" ,"1200"       ,"19.7"           ,"20.1"           ,"19.1"           ,"84.0"          ,"86.0"          ,"83.0"          ,"16.9"                 ,"17.3"                 ,"16.6"                 ,"890.3"              ,"890.3"              ,"889.6"              ,"3.6"              ,"91.0"             ,"8.0"              ,"555.50"           ,"0.0"
"06/05/2024" ,"1300"       ,"21.4"           ,"22.0"           ,"19.6"           ,"76.0"          ,"85.0"          ,"75.0"          ,"17.1"                 ,"17.7"                 ,"16.9"                 ,"890.4"              ,"890.5"              ,"890.3"              ,"4.0"              ,"103.0"            ,"8.0"              ,"1515.40"          ,"0.0"
"06/05/2024" ,"1400"       ,"23.1"           ,"23.6"           ,"21.3"           ,"70.0"          ,"78.0"          ,"70.0"          ,"17.3"                 ,"18.4"                 ,"17.0"                 ,"889.9"              ,"890.4"              ,"889.9"              ,"3.7"              ,"103.0"            ,"8.6"              ,"1965.30"          ,"0.0"
"06/05/2024" ,"1500"       ,"23.9"           ,"24.4"           ,"22.0"           ,"66.0"          ,"75.0"          ,"66.0"          ,"17.2"                 ,"18.5"                 ,"17.1"                 ,"888.9"              ,"889.9"              ,"888.9"              ,"3.5"              ,"123.0"            ,"7.9"              ,"2363.80"          ,"0.0"
"06/05/2024" ,"1600"       ,"24.9"           ,"25.5"           ,"23.2"           ,"65.0"          ,"70.0"          ,"62.0"          ,"17.7"                 ,"18.6"                 ,"17.1"                 ,"887.9"              ,"888.9"              ,"887.9"              ,"3.9"              ,"107.0"            ,"7.3"              ,"2126.20"          ,"0.0"
"06/05/2024" ,"1700"       ,"26.0"           ,"26.1"           ,"24.6"           ,"60.0"          ,"65.0"          ,"60.0"          ,"17.6"                 ,"18.3"                 ,"17.0"                 ,"886.8"              ,"887.9"              ,"886.8"              ,"3.3"              ,"105.0"            ,"7.1"              ,"2310.30"          ,"0.0"
"06/05/2024" ,"1800"       ,"25.8"           ,"27.0"           ,"24.9"           ,"57.0"          ,"63.0"          ,"54.0"          ,"16.6"                 ,"18.0"                 ,"16.3"                 ,"886.1"              ,"886.8"              ,"886.1"              ,"4.8"              ,"93.0"             ,"8.5"              ,"2112.10"          ,"0.0"
"06/05/2024" ,"1900"       ,"26.0"           ,"26.9"           ,"25.3"           ,"57.0"          ,"59.0"          ,"54.0"          ,"16.9"                 ,"17.5"                 ,"16.3"                 ,"886.2"              ,"886.2"              ,"886.0"              ,"3.8"              ,"90.0"             ,"8.4"              ,"1719.00"          ,"0.0"
"06/05/2024" ,"2000"       ,"25.4"           ,"26.2"           ,"25.4"           ,"58.0"          ,"59.0"          ,"56.0"          ,"16.4"                 ,"17.1"                 ,"16.3"                 ,"886.3"              ,"886.3"              ,"886.1"              ,"2.7"              ,"102.0"            ,"7.4"              ,"1005.70"          ,"0.0"
"06/05/2024" ,"2100"       ,"23.4"           ,"25.4"           ,"23.4"           ,"64.0"          ,"64.0"          ,"58.0"          ,"16.2"                 ,"16.6"                 ,"16.2"                 ,"886.7"              ,"886.7"              ,"886.2"              ,"2.3"              ,"117.0"            ,"5.6"              ,"225.30"           ,"0.0"
"06/05/2024" ,"2200"       ,"22.6"           ,"23.6"           ,"22.6"           ,"68.0"          ,"68.0"          ,"63.0"          ,"16.4"                 ,"16.4"                 ,"16.2"                 ,"887.2"              ,"887.2"              ,"886.7"              ,"1.9"              ,"112.0"            ,"4.7"              ,""                 ,"0.0"
"06/05/2024" ,"2300"       ,"22.1"           ,"22.9"           ,"22.0"           ,"69.0"          ,"70.0"          ,"67.0"          ,"16.2"                 ,"16.4"                 ,"16.2"                 ,"887.6"              ,"887.6"              ,"887.2"              ,"2.2"              ,"107.0"            ,"4.5"              ,""                 ,"0.0"
"07/05/2024" ,"0000"       ,"20.7"           ,"22.2"           ,"20.2"           ,"78.0"          ,"79.0"          ,"69.0"          ,"16.7"                 ,"16.7"                 ,"16.0"                 ,"888.0"              ,"888.0"              ,"887.6"              ,"1.5"              ,"116.0"            ,"4.3"              ,""                 ,"0.0"
"07/05/2024" ,"0100"       ,"21.2"           ,"21.3"           ,"20.7"           ,"75.0"          ,"78.0"          ,"74.0"          ,"16.6"                 ,"16.9"                 ,"16.5"                 ,"887.9"              ,"888.0"              ,"887.9"              ,"3.2"              ,"88.0"             ,"5.5"              ,""                 ,"0.0"
"07/05/2024" ,"0200"       ,"20.1"           ,"21.2"           ,"20.1"           ,"79.0"          ,"79.0"          ,"75.0"          ,"16.4"                 ,"16.5"                 ,"16.1"                 ,"888.1"              ,"888.1"              ,"887.9"              ,"2.5"              ,"100.0"            ,"6.4"              ,""                 ,"0.0"
"07/05/2024" ,"0300"       ,"20.0"           ,"20.4"           ,"20.0"           ,"80.0"          ,"81.0"          ,"79.0"          ,"16.6"                 ,"16.6"                 ,"16.4"                 ,"888.2"              ,"888.3"              ,"888.1"              ,"2.0"              ,"108.0"            ,"5.5"              ,""                 ,"0.0"
"07/05/2024" ,"0400"       ,"19.6"           ,"20.0"           ,"19.5"           ,"82.0"          ,"82.0"          ,"80.0"          ,"16.4"                 ,"16.6"                 ,"16.4"                 ,"887.9"              ,"888.2"              ,"887.9"              ,"2.4"              ,"109.0"            ,"4.4"              ,""                 ,"0.0"
"07/05/2024" ,"0500"       ,"19.5"           ,"19.7"           ,"19.3"           ,"81.0"          ,"82.0"          ,"80.0"          ,"16.1"                 ,"16.4"                 ,"16.1"                 ,"887.4"              ,"887.9"              ,"887.4"              ,"2.1"              ,"110.0"            ,"4.4"              ,""                 ,"0.0"
"07/05/2024" ,"0600"       ,"18.7"           ,"19.5"           ,"18.6"           ,"85.0"          ,"85.0"          ,"81.0"          ,"16.1"                 ,"16.2"                 ,"16.0"                 ,"887.2"              ,"887.4"              ,"887.2"              ,"1.6"              ,"118.0"            ,"4.2"              ,""                 ,"0.0"
"07/05/2024" ,"0700"       ,"18.8"           ,"19.1"           ,"18.6"           ,"85.0"          ,"85.0"          ,"84.0"          ,"16.2"                 ,"16.4"                 ,"16.0"                 ,"886.8"              ,"887.2"              ,"886.8"              ,"2.2"              ,"101.0"            ,"4.9"              ,""                 ,"0.0"
"07/05/2024" ,"0800"       ,"18.5"           ,"18.8"           ,"18.2"           ,"87.0"          ,"88.0"          ,"85.0"          ,"16.3"                 ,"16.4"                 ,"16.0"                 ,"886.9"              ,"886.9"              ,"886.8"              ,"2.3"              ,"107.0"            ,"4.8"              ,""                 ,"0.0"
"07/05/2024" ,"0900"       ,"18.4"           ,"18.6"           ,"18.3"           ,"87.0"          ,"87.0"          ,"86.0"          ,"16.2"                 ,"16.4"                 ,"16.1"                 ,"887.2"              ,"887.2"              ,"886.9"              ,"2.4"              ,"105.0"            ,"5.5"              ,""                 ,"0.0"
"07/05/2024" ,"1000"       ,"18.7"           ,"18.7"           ,"18.2"           ,"86.0"          ,"88.0"          ,"86.0"          ,"16.3"                 ,"16.4"                 ,"16.0"                 ,"887.6"              ,"887.6"              ,"887.2"              ,"3.1"              ,"103.0"            ,"6.1"              ,"30.30"            ,"0.0"
"07/05/2024" ,"1100"       ,"19.7"           ,"19.7"           ,"18.7"           ,"84.0"          ,"86.0"          ,"83.0"          ,"16.9"                 ,"16.9"                 ,"16.3"                 ,"888.3"              ,"888.3"              ,"887.6"              ,"3.9"              ,"96.0"             ,"7.4"              ,"651.10"           ,"0.0"
"07/05/2024" ,"1200"       ,"20.7"           ,"20.8"           ,"19.2"           ,"80.0"          ,"86.0"          ,"80.0"          ,"17.1"                 ,"17.5"                 ,"16.6"                 ,"889.0"              ,"889.0"              ,"888.3"              ,"4.5"              ,"94.0"             ,"7.9"              ,"1277.00"          ,"0.0"
"07/05/2024" ,"1300"       ,"21.7"           ,"21.8"           ,"19.7"           ,"75.0"          ,"84.0"          ,"75.0"          ,"17.1"                 ,"17.6"                 ,"16.7"                 ,"889.3"              ,"889.4"              ,"889.0"              ,"4.7"              ,"86.0"             ,"8.9"              ,"1829.90"          ,"0.0"
"07/05/2024" ,"1400"       ,"22.9"           ,"23.6"           ,"21.4"           ,"70.0"          ,"78.0"          ,"68.0"          ,"17.2"                 ,"18.2"                 ,"16.8"                 ,"889.0"              ,"889.3"              ,"889.0"              ,"3.9"              ,"91.0"             ,"8.0"              ,"2105.00"          ,"0.0"
"07/05/2024" ,"1500"       ,"24.4"           ,"24.6"           ,"22.2"           ,"63.0"          ,"72.0"          ,"61.0"          ,"17.0"                 ,"17.8"                 ,"16.4"                 ,"888.7"              ,"889.0"              ,"888.6"              ,"5.4"              ,"90.0"             ,"8.8"              ,"2787.80"          ,"0.0"
"07/05/2024" ,"1600"       ,"25.5"           ,"26.1"           ,"24.3"           ,"57.0"          ,"64.0"          ,"56.0"          ,"16.4"                 ,"17.9"                 ,"15.6"                 ,"888.0"              ,"888.7"              ,"888.0"              ,"4.0"              ,"78.0"             ,"9.4"              ,"3139.40"          ,"0.0"
"07/05/2024" ,"1700"       ,"25.7"           ,"26.2"           ,"25.0"           ,"55.0"          ,"58.0"          ,"53.0"          ,"16.1"                 ,"16.7"                 ,"15.5"                 ,"887.2"              ,"888.0"              ,"887.2"              ,"3.8"              ,"77.0"             ,"8.2"              ,"2936.40"          ,"0.0"
"07/05/2024" ,"1800"       ,"25.9"           ,"26.3"           ,"25.0"           ,"53.0"          ,"57.0"          ,"52.0"          ,"15.7"                 ,"16.8"                 ,"15.0"                 ,"886.4"              ,"887.2"              ,"886.4"              ,"3.2"              ,"89.0"             ,"7.7"              ,"2377.10"          ,"0.0"
"07/05/2024" ,"1900"       ,"25.6"           ,"26.3"           ,"25.2"           ,"55.0"          ,"56.0"          ,"52.0"          ,"15.8"                 ,"16.2"                 ,"15.0"                 ,"886.2"              ,"886.5"              ,"886.1"              ,"3.3"              ,"89.0"             ,"7.7"              ,"1746.40"          ,"0.0"
"07/05/2024" ,"2000"       ,"24.3"           ,"25.6"           ,"24.2"           ,"58.0"          ,"58.0"          ,"54.0"          ,"15.4"                 ,"15.8"                 ,"14.8"                 ,"886.4"              ,"886.4"              ,"886.1"              ,"3.3"              ,"100.0"            ,"7.3"              ,"989.80"           ,"0.0"
"07/05/2024" ,"2100"       ,"22.8"           ,"24.3"           ,"22.8"           ,"63.0"          ,"63.0"          ,"56.0"          ,"15.3"                 ,"15.4"                 ,"14.8"                 ,"886.4"              ,"886.4"              ,"886.3"              ,"3.1"              ,"95.0"             ,"6.5"              ,"223.60"           ,"0.0"
"07/05/2024" ,"2200"       ,"22.0"           ,"22.8"           ,"22.0"           ,"67.0"          ,"67.0"          ,"63.0"          ,"15.7"                 ,"15.8"                 ,"15.3"                 ,"886.8"              ,"886.8"              ,"886.4"              ,"2.9"              ,"88.0"             ,"5.8"              ,""                 ,"0.0"
"07/05/2024" ,"2300"       ,"21.2"           ,"22.2"           ,"21.2"           ,"69.0"          ,"71.0"          ,"67.0"          ,"15.3"                 ,"15.8"                 ,"15.3"                 ,"887.2"              ,"887.2"              ,"886.8"              ,"2.5"              ,"85.0"             ,"5.3"              ,""                 ,"0.0"
"08/05/2024" ,"0000"       ,"20.8"           ,"21.3"           ,"20.6"           ,"70.0"          ,"70.0"          ,"68.0"          ,"15.0"                 ,"15.4"                 ,"15.0"                 ,"887.4"              ,"887.4"              ,"887.2"              ,"2.9"              ,"91.0"             ,"6.7"              ,""                 ,"0.0"
"08/05/2024" ,"0100"       ,"20.2"           ,"20.8"           ,"20.1"           ,"70.0"          ,"71.0"          ,"69.0"          ,"14.6"                 ,"15.0"                 ,"14.6"                 ,"887.4"              ,"887.5"              ,"887.4"              ,"2.8"              ,"95.0"             ,"6.7"              ,""                 ,"0.0"
"08/05/2024" ,"0200"       ,"19.8"           ,"20.6"           ,"19.8"           ,"72.0"          ,"72.0"          ,"69.0"          ,"14.5"                 ,"14.7"                 ,"14.4"                 ,"887.5"              ,"887.6"              ,"887.4"              ,"3.0"              ,"94.0"             ,"6.2"              ,""                 ,"0.0"
"08/05/2024" ,"0300"       ,"19.4"           ,"20.0"           ,"19.3"           ,"76.0"          ,"76.0"          ,"71.0"          ,"14.9"                 ,"14.9"                 ,"14.5"                 ,"887.5"              ,"887.6"              ,"887.5"              ,"3.2"              ,"95.0"             ,"7.0"              ,""                 ,"0.0"
"08/05/2024" ,"0400"       ,"18.8"           ,"19.4"           ,"18.7"           ,"78.0"          ,"79.0"          ,"76.0"          ,"15.0"                 ,"15.1"                 ,"14.9"                 ,"887.3"              ,"887.5"              ,"887.3"              ,"3.0"              ,"100.0"            ,"6.8"              ,""                 ,"0.0"
"08/05/2024" ,"0500"       ,"18.4"           ,"18.9"           ,"18.4"           ,"79.0"          ,"79.0"          ,"78.0"          ,"14.8"                 ,"15.0"                 ,"14.7"                 ,"887.3"              ,"887.4"              ,"887.2"              ,"2.3"              ,"93.0"             ,"5.6"              ,""                 ,"0.0"
"08/05/2024" ,"0600"       ,"18.1"           ,"18.5"           ,"17.9"           ,"78.0"          ,"80.0"          ,"78.0"          ,"14.3"                 ,"14.8"                 ,"14.3"                 ,"887.1"              ,"887.3"              ,"887.0"              ,"2.0"              ,"77.0"             ,"4.3"              ,""                 ,"0.0"
"08/05/2024" ,"0700"       ,"17.5"           ,"18.5"           ,"17.4"           ,"84.0"          ,"85.0"          ,"77.0"          ,"14.9"                 ,"15.0"                 ,"14.3"                 ,"887.1"              ,"887.2"              ,"887.0"              ,"2.2"              ,"112.0"            ,"4.7"              ,""                 ,"0.0"
"08/05/2024" ,"0800"       ,"17.4"           ,"17.5"           ,"17.2"           ,"87.0"          ,"87.0"          ,"84.0"          ,"15.1"                 ,"15.1"                 ,"14.9"                 ,"887.2"              ,"887.2"              ,"887.0"              ,"2.2"              ,"92.0"             ,"4.4"              ,""                 ,"0.0"
"08/05/2024" ,"0900"       ,"17.3"           ,"17.9"           ,"17.3"           ,"87.0"          ,"87.0"          ,"85.0"          ,"15.1"                 ,"15.4"                 ,"15.1"                 ,"887.7"              ,"887.7"              ,"887.2"              ,"2.1"              ,"80.0"             ,"5.1"              ,""                 ,"0.0"
"08/05/2024" ,"1000"       ,"17.7"           ,"17.7"           ,"17.2"           ,"87.0"          ,"89.0"          ,"87.0"          ,"15.5"                 ,"15.5"                 ,"15.0"                 ,"888.3"              ,"888.3"              ,"887.7"              ,"2.4"              ,"77.0"             ,"5.1"              ,"25.40"            ,"0.0"
"08/05/2024" ,"1100"       ,"19.6"           ,"19.6"           ,"17.7"           ,"80.0"          ,"87.0"          ,"80.0"          ,"16.1"                 ,"16.1"                 ,"15.5"                 ,"888.9"              ,"888.9"              ,"888.3"              ,"3.3"              ,"84.0"             ,"6.4"              ,"653.60"           ,"0.0"
"08/05/2024" ,"1200"       ,"21.7"           ,"21.7"           ,"19.6"           ,"73.0"          ,"80.0"          ,"73.0"          ,"16.6"                 ,"16.7"                 ,"15.9"                 ,"889.5"              ,"889.5"              ,"888.8"              ,"3.4"              ,"76.0"             ,"6.9"              ,"1490.20"          ,"0.0"
"08/05/2024" ,"1300"       ,"22.7"           ,"22.7"           ,"21.2"           ,"71.0"          ,"74.0"          ,"69.0"          ,"17.1"                 ,"17.2"                 ,"16.1"                 ,"889.8"              ,"889.8"              ,"889.5"              ,"3.3"              ,"92.0"             ,"6.1"              ,"2218.60"          ,"0.0"
"08/05/2024" ,"1400"       ,"23.1"           ,"23.4"           ,"21.9"           ,"68.0"          ,"72.0"          ,"66.0"          ,"16.8"                 ,"17.4"                 ,"16.3"                 ,"889.5"              ,"889.8"              ,"889.5"              ,"3.5"              ,"87.0"             ,"7.0"              ,"2561.00"          ,"0.0"
"08/05/2024" ,"1500"       ,"24.2"           ,"25.0"           ,"23.1"           ,"58.0"          ,"68.0"          ,"57.0"          ,"15.4"                 ,"17.3"                 ,"15.4"                 ,"889.2"              ,"889.5"              ,"889.1"              ,"2.5"              ,"80.0"             ,"7.0"              ,"3047.20"          ,"0.0"
"08/05/2024" ,"1600"       ,"26.5"           ,"26.5"           ,"24.1"           ,"52.0"          ,"60.0"          ,"50.0"          ,"15.9"                 ,"16.7"                 ,"14.8"                 ,"888.5"              ,"889.2"              ,"888.5"              ,"2.3"              ,"24.0"             ,"6.4"              ,"3099.20"          ,"0.0"
"08/05/2024" ,"1700"       ,"27.0"           ,"27.1"           ,"25.7"           ,"45.0"          ,"52.0"          ,"45.0"          ,"14.2"                 ,"15.7"                 ,"13.8"                 ,"888.0"              ,"888.5"              ,"888.0"              ,"2.2"              ,"27.0"             ,"5.6"              ,"2537.60"          ,"0.0"
"08/05/2024" ,"1800"       ,"27.6"           ,"27.7"           ,"26.7"           ,"42.0"          ,"47.0"          ,"40.0"          ,"13.5"                 ,"14.9"                 ,"12.4"                 ,"887.6"              ,"888.0"              ,"887.6"              ,"1.8"              ,"17.0"             ,"6.0"              ,"2316.90"          ,"0.0"
"08/05/2024" ,"1900"       ,"27.4"           ,"28.5"           ,"26.5"           ,"43.0"          ,"45.0"          ,"38.0"          ,"13.7"                 ,"14.2"                 ,"12.7"                 ,"887.4"              ,"887.6"              ,"887.3"              ,"2.2"              ,"78.0"             ,"5.5"              ,"1679.70"          ,"0.0"
"08/05/2024" ,"2000"       ,"26.2"           ,"27.6"           ,"26.2"           ,"45.0"          ,"47.0"          ,"41.0"          ,"13.3"                 ,"14.2"                 ,"12.8"                 ,"887.7"              ,"887.7"              ,"887.4"              ,"2.1"              ,"71.0"             ,"8.6"              ,"948.80"           ,"0.0"
"08/05/2024" ,"2100"       ,"23.6"           ,"26.2"           ,"23.6"           ,"61.0"          ,"61.0"          ,"44.0"          ,"15.7"                 ,"15.7"                 ,"13.2"                 ,"888.2"              ,"888.2"              ,"887.6"              ,"2.1"              ,"102.0"            ,"5.1"              ,"204.40"           ,"0.0"
"08/05/2024" ,"2200"       ,"23.0"           ,"23.8"           ,"23.0"           ,"63.0"          ,"63.0"          ,"60.0"          ,"15.7"                 ,"15.7"                 ,"15.4"                 ,"888.6"              ,"888.6"              ,"888.2"              ,"2.5"              ,"87.0"             ,"5.2"              ,""                 ,"0.0"
"08/05/2024" ,"2300"       ,"22.0"           ,"23.1"           ,"21.9"           ,"67.0"          ,"67.0"          ,"63.0"          ,"15.6"                 ,"15.7"                 ,"15.3"                 ,"889.2"              ,"889.2"              ,"888.6"              ,"1.9"              ,"87.0"             ,"4.5"              ,""                 ,"0.0"
"09/05/2024" ,"0000"       ,"19.6"           ,"22.0"           ,"19.6"           ,"77.0"          ,"77.0"          ,"67.0"          ,"15.6"                 ,"15.8"                 ,"15.5"                 ,"889.8"              ,"889.8"              ,"889.2"              ,"1.2"              ,"96.0"             ,"3.4"              ,""                 ,"0.0"
"09/05/2024" ,"0100"       ,"18.0"           ,"19.6"           ,"17.9"           ,"87.0"          ,"88.0"          ,"77.0"          ,"15.8"                 ,"16.0"                 ,"15.4"                 ,"890.0"              ,"890.0"              ,"889.7"              ,"1.2"              ,"136.0"            ,"2.0"              ,""                 ,"0.0"
"09/05/2024" ,"0200"       ,"19.8"           ,"20.0"           ,"17.8"           ,"77.0"          ,"88.0"          ,"77.0"          ,"15.7"                 ,"16.3"                 ,"15.6"                 ,"890.0"              ,"890.1"              ,"889.9"              ,"1.7"              ,"93.0"             ,"3.7"              ,""                 ,"0.0"
"09/05/2024" ,"0300"       ,"19.6"           ,"20.1"           ,"19.6"           ,"78.0"          ,"78.0"          ,"76.0"          ,"15.6"                 ,"15.8"                 ,"15.5"                 ,"889.9"              ,"890.0"              ,"889.9"              ,"1.8"              ,"98.0"             ,"4.7"              ,""                 ,"0.0"
"09/05/2024" ,"0400"       ,"19.1"           ,"19.7"           ,"19.1"           ,"79.0"          ,"79.0"          ,"77.0"          ,"15.4"                 ,"15.6"                 ,"15.2"                 ,"889.6"              ,"889.9"              ,"889.6"              ,"1.7"              ,"100.0"            ,"4.0"              ,""                 ,"0.0"
"09/05/2024" ,"0500"       ,"18.3"           ,"19.2"           ,"18.2"           ,"82.0"          ,"82.0"          ,"78.0"          ,"15.2"                 ,"15.4"                 ,"15.1"                 ,"889.3"              ,"889.6"              ,"889.3"              ,"1.5"              ,"125.0"            ,"3.8"              ,""                 ,"0.0"
"09/05/2024" ,"0600"       ,"15.6"           ,"18.3"           ,"15.5"           ,"94.0"          ,"94.0"          ,"82.0"          ,"14.6"                 ,"15.2"                 ,"14.2"                 ,"888.8"              ,"889.3"              ,"888.8"              ,"1.1"              ,"139.0"            ,"2.5"              ,""                 ,"0.0"
"09/05/2024" ,"0700"       ,"16.4"           ,"16.5"           ,"15.3"           ,"91.0"          ,"95.0"          ,"91.0"          ,"15.0"                 ,"15.4"                 ,"14.3"                 ,"888.7"              ,"888.8"              ,"888.7"              ,"1.3"              ,"123.0"            ,"1.9"              ,""                 ,"0.0"
"09/05/2024" ,"0800"       ,"17.8"           ,"18.1"           ,"16.4"           ,"84.0"          ,"92.0"          ,"83.0"          ,"15.1"                 ,"15.3"                 ,"14.9"                 ,"888.7"              ,"888.7"              ,"888.6"              ,"1.6"              ,"118.0"            ,"2.9"              ,""                 ,"0.0"
"09/05/2024" ,"0900"       ,"15.4"           ,"17.9"           ,"15.4"           ,"89.0"          ,"89.0"          ,"83.0"          ,"13.7"                 ,"15.1"                 ,"13.7"                 ,"889.1"              ,"889.1"              ,"888.7"              ,"1.3"              ,"133.0"            ,"3.1"              ,""                 ,"0.0"
"09/05/2024" ,"1000"       ,"16.7"           ,"16.7"           ,"14.8"           ,"89.0"          ,"95.0"          ,"89.0"          ,"14.9"                 ,"15.2"                 ,"13.6"                 ,"889.6"              ,"889.6"              ,"889.1"              ,"1.7"              ,"136.0"            ,"2.2"              ,"26.70"            ,"0.0"
"09/05/2024" ,"1100"       ,"19.9"           ,"19.9"           ,"16.7"           ,"76.0"          ,"89.0"          ,"76.0"          ,"15.6"                 ,"15.7"                 ,"14.6"                 ,"890.0"              ,"890.0"              ,"889.6"              ,"2.6"              ,"115.0"            ,"4.9"              ,"632.90"           ,"0.0"
"09/05/2024" ,"1200"       ,"21.8"           ,"21.9"           ,"19.8"           ,"70.0"          ,"76.0"          ,"69.0"          ,"16.0"                 ,"16.2"                 ,"15.3"                 ,"890.5"              ,"890.5"              ,"890.0"              ,"3.5"              ,"114.0"            ,"7.3"              ,"1455.80"          ,"0.0"
"09/05/2024" ,"1300"       ,"23.4"           ,"23.5"           ,"21.8"           ,"63.0"          ,"70.0"          ,"63.0"          ,"16.0"                 ,"16.7"                 ,"15.4"                 ,"890.7"              ,"890.8"              ,"890.5"              ,"3.7"              ,"100.0"            ,"7.3"              ,"2176.70"          ,"0.0"
"09/05/2024" ,"1400"       ,"24.5"           ,"24.5"           ,"23.0"           ,"62.0"          ,"65.0"          ,"59.0"          ,"16.7"                 ,"16.9"                 ,"15.5"                 ,"890.5"              ,"890.8"              ,"890.5"              ,"3.6"              ,"91.0"             ,"6.7"              ,"2696.30"          ,"0.0"
"09/05/2024" ,"1500"       ,"25.6"           ,"25.9"           ,"24.0"           ,"51.0"          ,"62.0"          ,"49.0"          ,"14.7"                 ,"16.7"                 ,"14.1"                 ,"890.0"              ,"890.5"              ,"889.9"              ,"3.2"              ,"92.0"             ,"6.7"              ,"2997.20"          ,"0.0"
"09/05/2024" ,"1600"       ,"26.3"           ,"26.7"           ,"25.1"           ,"48.0"          ,"54.0"          ,"48.0"          ,"14.3"                 ,"16.2"                 ,"13.5"                 ,"889.2"              ,"890.0"              ,"889.2"              ,"3.6"              ,"119.0"            ,"7.1"              ,"3015.20"          ,"0.0"
"09/05/2024" ,"1700"       ,"26.5"           ,"27.3"           ,"25.7"           ,"47.0"          ,"52.0"          ,"45.0"          ,"14.2"                 ,"15.5"                 ,"13.9"                 ,"888.3"              ,"889.3"              ,"888.3"              ,"3.5"              ,"125.0"            ,"7.4"              ,"2789.50"          ,"0.0"
"09/05/2024" ,"1800"       ,"27.1"           ,"27.3"           ,"26.4"           ,"46.0"          ,"48.0"          ,"42.0"          ,"14.4"                 ,"15.0"                 ,"12.8"                 ,"887.7"              ,"888.3"              ,"887.7"              ,"2.9"              ,"136.0"            ,"6.7"              ,"2329.30"          ,"0.0"
"09/05/2024" ,"1900"       ,"26.6"           ,"27.2"           ,"26.3"           ,"45.0"          ,"47.0"          ,"43.0"          ,"13.7"                 ,"14.4"                 ,"12.9"                 ,"887.4"              ,"887.7"              ,"887.4"              ,"3.2"              ,"134.0"            ,"6.6"              ,"1713.80"          ,"0.0"
"09/05/2024" ,"2000"       ,"25.3"           ,"26.7"           ,"25.3"           ,"52.0"          ,"52.0"          ,"44.0"          ,"14.6"                 ,"14.7"                 ,"13.0"                 ,"887.5"              ,"887.5"              ,"887.4"              ,"3.1"              ,"130.0"            ,"6.3"              ,"987.90"           ,"0.0"
"09/05/2024" ,"2100"       ,"23.1"           ,"25.4"           ,"23.1"           ,"59.0"          ,"59.0"          ,"51.0"          ,"14.6"                 ,"14.9"                 ,"14.2"                 ,"887.7"              ,"887.8"              ,"887.5"              ,"2.5"              ,"130.0"            ,"6.3"              ,"221.00"           ,"0.0"
"09/05/2024" ,"2200"       ,"21.5"           ,"23.1"           ,"21.5"           ,"67.0"          ,"67.0"          ,"59.0"          ,"15.0"                 ,"15.1"                 ,"14.5"                 ,"888.1"              ,"888.1"              ,"887.7"              ,"1.6"              ,"130.0"            ,"4.6"              ,""                 ,"0.0"
"09/05/2024" ,"2300"       ,"20.6"           ,"21.5"           ,"20.6"           ,"71.0"          ,"71.0"          ,"67.0"          ,"15.2"                 ,"15.3"                 ,"15.0"                 ,"888.4"              ,"888.4"              ,"888.0"              ,"1.6"              ,"121.0"            ,"3.9"              ,""                 ,"0.0"
"10/05/2024" ,"0000"       ,"20.4"           ,"20.6"           ,"20.3"           ,"71.0"          ,"73.0"          ,"71.0"          ,"15.1"                 ,"15.3"                 ,"15.1"                 ,"888.6"              ,"888.6"              ,"888.4"              ,"2.2"              ,"111.0"            ,"3.8"              ,""                 ,"0.0"
"10/05/2024" ,"0100"       ,"20.1"           ,"20.7"           ,"20.1"           ,"72.0"          ,"72.0"          ,"71.0"          ,"14.9"                 ,"15.1"                 ,"14.9"                 ,"888.6"              ,"888.7"              ,"888.6"              ,"2.3"              ,"111.0"            ,"5.0"              ,""                 ,"0.0"
"10/05/2024" ,"0200"       ,"19.3"           ,"20.2"           ,"19.3"           ,"74.0"          ,"74.0"          ,"72.0"          ,"14.4"                 ,"14.9"                 ,"14.4"                 ,"888.3"              ,"888.6"              ,"888.3"              ,"2.1"              ,"105.0"            ,"5.1"              ,""                 ,"0.0"
"10/05/2024" ,"0300"       ,"18.7"           ,"19.4"           ,"18.5"           ,"77.0"          ,"78.0"          ,"73.0"          ,"14.6"                 ,"14.6"                 ,"14.4"                 ,"888.1"              ,"888.3"              ,"888.1"              ,"1.9"              ,"109.0"            ,"4.6"              ,""                 ,"0.0"
"10/05/2024" ,"0400"       ,"16.9"           ,"18.7"           ,"16.6"           ,"83.0"          ,"84.0"          ,"77.0"          ,"14.0"                 ,"14.6"                 ,"13.5"                 ,"887.8"              ,"888.1"              ,"887.8"              ,"1.3"              ,"112.0"            ,"3.4"              ,""                 ,"0.0"
